genre,question,answer,a,b,c,d
science-technology,"Pi is an issue of interest for mathematicians and math lovers from all over the world. In Japanese, what does the expression En syu ritsu refer to?",3,Mitsubishis motto for the quest for finding better values of pi,The largest computer in Japan used for finding even greater values for pi,The Japanese term for an infinite number,The Japanese term for pi
science-technology,"In what famous math problem, first posed in the 18th century by a French mathematician, is pi involved?",0,Buffons Needle Problem,The travelling salesman problem,Zenos Paradox of the Tortoise,Zenos Paradox of Achilles
science-technology,"Who was first to prove that beside an irrational number, pi is also transcendental number (i.e. is not a root to any polynomial equation with rational coefficients)?",3,Archimedes,Leonhard Euler,Augustin Cauchy,Ferdinand von Lindemann
science-technology,"The irrational constant pi is not only popular in the math science, but also in science fiction. Which of these TV series has an episode, in which pi plays a significant role?",2,Lost in Space,Firefly,Star Trek,The X-Files
science-technology,"In what way is this popular sentence connected to the constant, pi: Sir, I send a rhyme excelling in sacred truth and rigid spelling.",1,The value of pi is encoded in the position of each letter in the alphabet.,It is a mnemonic device for the approximate value of pi.,It is the beginning of a long poem describing the history of pi.,It was written by Albert Einstein when he first discovered the irrationality of pi.
science-technology,Which programming language is based on Horn clauses?,3,Erlang,Lisp,PL/I,Prolog
science-technology,"What was the maximum amount of memory that could be installed on the 1975 PDP-11/70, one of the most powerful of the popular PDP-11 series, produced by Digital Equipment Corporation?",1,512 KB,4 MB,16 MB,64 MB
science-technology,The fundamental book The C Programming Language was written in 1978 by BWK and what other computer scientist?,1,DRM,DMR,MDR,RMD
science-technology,The halting problem computability theory was solved in what year?,0,It cannot be solved for all possible cases.,1937,1956,1980
science-technology,The water cycle is the continuous movement of water above and below the surface of the planet. What is this process also known as?,1,Hydroscopic cycle,Hydrologic cycle,Hydrographic cycle,Hydrodynamic cycle
science-technology,Which of effect of these is the main reason for the existence of the water cycle on Earth?,3,Thermal energy in the Earths core,Gravitational forces,The Moon,The Sun
science-technology,Water can be found in three main states on Earth. Which of the following is not one of them?,2,Ice,Liquid,Crystal,Vapor
science-technology,Which of these is not one of the state-changing processes through which water goes in nature?,0,Concentration,Condensation,Precipitation,Sublimation
science-technology,Evapotranspiration is a term connected to which of these groups?,0,Plants,Animals,Water basins,Rocks
science-technology,Which of the following is not possible to happen to water in its different states?,3,Vapor to condense into clouds,Ice to sublimate into water vapor,Snow to sublimate into water vapor,All of these are possible
science-technology,Which line contains only types of precipitation?,2,"Snow, vapor, fog drip, hail","Rain, fog drip, runoff, sleet","Graupel, sleet, snow, hail","Snow, ice, hail, rain"
science-technology,On which of these factors does the total amount of water on Earth at a certain moment depend?,0,None of these,Time of the day,Distance from the Sun,Season
science-technology,Ice caps and glaciers are the second largest water reservoirs on Earth after oceans. What percent of the planet’s water do they hold?,2,18 %,10 %,2 %,5 %
science-technology,What would be the Earth like without evaporation?,3,Cooler,None of these,Greener,Warmer
science-technology,How many people die of air pollution around the world each year?,3,"500,000","50,000",1 million,3 million
science-technology,"This pollutant causes inflammation of the lungs, impaired breathing, coughing, chest pain, nausea, and throat irritation and permanent damage to lung tissue in long term exposure.",0,Smog,Greenhouse gas,Carbon dioxide,Ozone
science-technology,"This gas is produced mainly by automobiles. It hiders the bodys ability to carry oxygen in the blood, causing serious problems for people with cardiovascular diseases.",2,Acid sulfates,Carbon oxide,Carbon monoxide,Carbon dioxide
science-technology,"This type of pollutant causes acidification of rivers, lakes and also damages tree foliage and degrades soil quality.",0,Acid rain,The melting of the poles,The Ozone hole,Global warming
science-technology,Pollution has damaged this great Chinese ancient attraction and it continues to disintegrate.,0,The Terracotta Warriors,The Forbidden City,Tiananmen Square,The Great Wall
science-technology,"Modern cars pollute much less than cars did in the 60s. Today, it takes this many modern cars to produce the same amount of air pollution as a car from the 60s.",0,20,5,10,35
science-technology,"When burning fuel for energy, small particles are thrown into the air that are visible in the form of smoke.  It is called this type of pollution.",3,Outdoor pollution,Water pollution,Indoor pollution,Black carbon pollution
science-technology,The average temperature around the world has climbed during the previous century due to global warming by this much.,2,3 degrees Fahrenheit,4 degrees Fahrenheit,1 degree Fahrenheit,2 degrees Fahrenheit
science-technology,"This defect of Earths atmosphere, caused by industrial pollution, lets more radiation reach the surface of our planet.",2,The Greenhouse Hole,The Smoke Hole,The Ozone Hole,Smog Tear
science-technology,The distribution of this substance into water is often deadly for seabirds as it destroys the structure of its feathers.  Thus cold water quickly reaches the skin and the bird often freezes to death.,2,Carbon dioxide,Carbon monoxide,Oil,Pesticides
science-technology,Osteology is an important part of physical and forensic anthropology. What does an osteologist study?,3,skulls,blood,dead  bodies,bones
science-technology,What does a philologist study?,3,signs and  symbols,art,detectives,language
science-technology,What does a cetologist study?,3,wine,words,art,whales
science-technology,Which word means the study of drug action?,1,enology,pharmacology,chirology,physiognosy
science-technology,"If you studied petrology, where would your interests lie?",2,petroleum,microbes,rocks,veins
science-technology,Which of these is the study of cells?,2,protozoology,cellogy,cytology,ecology
science-technology,Which of these is the study of knowledge?,1,rheology,epistimology,pulicology,dialitology
science-technology,Which of these is the study of Mars?,0,areology,ombrology,marsology,astrolgelogy
science-technology,What does an auxologist study?,1,money,growth,flags,meteorites
science-technology,Which is the correct pairing?,3,symbology - the study of percussion instruments,oncology - the study of microbes,graminology - the study of grammar,oneirology - the study of dreams
science-technology,Which ancient Greek historian is considered the Father of History?,2,Socrates,Plato,Herodotus,Demitrios
science-technology,"Because of introducing a classification scheme for distinguishing living organisms, Carolus Linnaeus is known as the father of what field of science?",3,Zoology,Palentology,Botany,Taxonomy
science-technology,"This person is considered as the Father of Computer, as he invented a counting machine called The Difference Engine.",2,John Vincent Atanasoff,Blaise Pascal,Charles Babbage,Argani Alunan
science-technology,Who is regarded as the Father of Mathematics?,2,Euclid,Ernest Rutherford,Archimedes,Rene Descartes
science-technology,Edgar Allan Poe is known to be the father of detective stories. What was he often characterized as?,3,Womanizer,Homosexual,Melancholic,Alcoholic
science-technology,Myorrhexis is a very painful condition and can occur when you overexert. What is characteristic of this condition?,2,Softening of a bone.,A vertebra is out of its joint or is dislocated,Rupture or tearing of a muscle.,Degeneration of cartilage.
science-technology,What is the medical term for a nosebleed?,0,Rhinorrhagia,Rhinitis,Rhinomycosis,Rhinodynia
